user,item,unknown,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,rating
82,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
83,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
84,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
89,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
92,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
93,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
94,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
96,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
97,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
99,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
102,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
108,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
117,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
120,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
121,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
124,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
125,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
128,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
130,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
134,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
137,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
138,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
141,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
144,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
145,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
157,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
158,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
160,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
162,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
168,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
177,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
178,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
181,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
182,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
184,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
189,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
193,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
194,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
198,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
200,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
201,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
202,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
203,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
204,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
210,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
216,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
222,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
223,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
230,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
231,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
235,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
243,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
246,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
248,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
249,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
250,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
251,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
252,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
253,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
256,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
262,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
263,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
265,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
268,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
271,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
274,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
276,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
277,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
279,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
286,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
290,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
291,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
293,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
295,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
296,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
297,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
301,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
303,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
305,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
307,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
311,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
312,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
313,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
314,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
320,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
322,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
324,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
325,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
326,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
330,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
331,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
338,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
339,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
343,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
344,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
345,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
347,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
359,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
363,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
365,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
371,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
374,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
378,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
379,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
380,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
387,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
388,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
389,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
390,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
394,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
395,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
396,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
398,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
399,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
402,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
403,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
406,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
407,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
411,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
412,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
416,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
417,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
419,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
422,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
429,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
432,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
434,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
435,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
438,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
445,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
447,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
454,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
455,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
456,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
458,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
465,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
468,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
472,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
478,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
479,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
483,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
484,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
493,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
495,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
497,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
500,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
503,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
505,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
514,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
517,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
518,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
521,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
523,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
526,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
532,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
533,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
534,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
537,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
541,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
542,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
545,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
548,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
549,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
550,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
553,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
554,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
560,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
561,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
567,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
580,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
582,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
588,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
592,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
593,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
597,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
599,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
602,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
605,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
606,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
609,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
610,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
612,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
614,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
618,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
620,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
621,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
624,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
630,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
632,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
634,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
635,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
637,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
642,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
643,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
648,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
653,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
654,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
655,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
660,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
661,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
663,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
674,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
679,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
682,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
684,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
689,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
690,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
697,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
701,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
703,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
705,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
709,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
710,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
714,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
715,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
721,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
726,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
727,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
730,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
731,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
733,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
742,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
744,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
745,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
746,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
747,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
748,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
751,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
756,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
757,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
761,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
764,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
767,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
768,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
769,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
771,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
773,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
779,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
786,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
788,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
790,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
792,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
793,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
794,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
796,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
800,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
804,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
805,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
806,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
807,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
821,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
822,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
823,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
826,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
829,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
830,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
838,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
839,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
843,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
847,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
852,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
854,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
864,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
867,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
870,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
880,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
882,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
883,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
886,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
889,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
890,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
892,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
894,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
895,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
896,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
901,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
903,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
907,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
913,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
916,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
918,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
919,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
922,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
923,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
924,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
927,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
